Confirmed Category,Obesity,Meat,Fruits - Excluding Wine,"Fish, Seafood",Animal Products,Vegetal Products
Sangat Tidak Banyak,9.746875000000003,8.945093939393939,0.6540757575757576,0.898569696969697,15.98040606060606,34.01911818181819
Tidak Banyak,19.378124999999997,9.567671875,0.5522124999999999,0.86828125,20.006928125000005,29.993700000000004
Sedang,17.009375,8.294040625,0.504540625,0.7732468750000001,19.504571875000007,30.496775000000007
Cukup Banyak,22.228125,10.264081250000002,0.4881218749999999,0.5466437499999999,24.330928125,25.668950000000002
Sangat Banyak,24.1,9.777675,0.5512125000000001,0.9469812500000001,24.046600000000005,25.953034374999998
